# rho theta Phi
1.972308292331601933e+02 3.955711507428066320e-01 2.582948923110961914e+00
1.990778742100688703e+02 3.916999394374240384e-01 2.573851108551025391e+00
2.009278477463987542e+02 3.878999577279322875e-01 2.564995765686035156e+00
2.027806696901852206e+02 3.841693643925995216e-01 2.556368827819824219e+00
2.046362626711111545e+02 3.805063771123649019e-01 2.547956943511962891e+00
2.064945519862449146e+02 3.769092703248210219e-01 2.539746999740600586e+00
2.083554654910688839e+02 3.733763731602048330e-01 2.531727075576782227e+00
2.102189334955345998e+02 3.699060674565576856e-01 2.523886203765869141e+00
2.120848886648928726e+02 3.664967858512577781e-01 2.516213417053222656e+00
2.139532659250613165e+02 3.631470099461762691e-01 2.508698701858520508e+00
7.810249675906653977e+01 1.622033494198315440e+00 4.649465560913085938e+00
7.802563681252463823e+01 1.596431735316574008e+00 4.651584625244140625e+00
7.800000000000000000e+01 1.570796326794896558e+00 4.652191162109375000e+00
7.802563681252463823e+01 1.545160918273219108e+00 4.651239871978759766e+00
7.810249675906653977e+01 1.519559159391477898e+00 4.648773193359375000e+00
7.823042886243177918e+01 1.494024435525118655e+00 4.644778728485107422e+00
7.840918313565063613e+01 1.468589608687643100e+00 4.639268875122070312e+00
7.863841300535000300e+01 1.443286768579658430e+00 4.632257938385009766e+00
7.891767862779543918e+01 1.418146998399631542e+00 4.623760700225830078e+00
7.924645102463580315e+01 1.393200159511408742e+00 4.613804817199707031e+00
7.962411694957752673e+01 1.368474698416592972e+00 4.602415084838867188e+00
8.004998438475800526e+01 1.343997478741010720e+00 4.589616775512695312e+00
8.052328855678958064e+01 1.319793640151861958e+00 4.575444698333740234e+00
8.104319835741924294e+01 1.295886485314224013e+00 4.559937477111816406e+00
8.160882305241266010e+01 1.272297395208717319e+00 4.543129444122314453e+00
8.221921916437786138e+01 1.249045772398254428e+00 4.525063514709472656e+00
8.287339742040263957e+01 1.226149011176870474e+00 4.505783557891845703e+00
8.357032966310471522e+01 1.203622492976677449e+00 4.485326766967773438e+00
8.430895563343196386e+01 1.181479604961755747e+00 4.463750839233398438e+00
8.508818954473059648e+01 1.159731779405032137e+00 4.441099166870117188e+00
8.590692637965811684e+01 1.138388551224358780e+00 4.417412281036376953e+00
8.676404785393545183e+01 1.117457630940333679e+00 4.392748832702636719e+00
8.765842800324450934e+01 1.096944990300136258e+00 4.367155075073242188e+00
8.858893836140040889e+01 1.076854957875315488e+00 4.340682983398437500e+00
8.955445270895243937e+01 1.057190322072147692e+00 4.313377380371093750e+00
9.055385138137417300e+01 1.037952439175507946e+00 4.285293579101562500e+00
9.158602513484248675e+01 1.019141344266349725e+00 4.256478786468505859e+00
9.264987857520375769e+01 1.000755863095186271e+00 4.226984024047851562e+00
9.374433316206372524e+01 9.827937232473290541e-01 4.196860313415527344e+00
9.486832980505137414e+01 9.652516631899266120e-01 4.166152000427246094e+00
9.602083107326242839e+01 9.481255380378292852e-01 4.134910583496093750e+00
9.720082304178293953e+01 9.314104211087237406e-01 4.103183269500732422e+00
9.840731680114035385e+01 9.151007005533604577e-01 4.071012020111083984e+00
9.963934965664920185e+01 8.991901705411563528e-01 4.038449764251708984e+00
1.008959860450355137e+02 8.836721166534574623e-01 4.005538463592529297e+00
1.021763181955584088e+02 8.685393952858895261e-01 3.972325801849365234e+00
1.034794665622122380e+02 8.537845069879517190e-01 3.938855886459350586e+00
1.048045800525912199e+02 8.393996637734165711e-01 3.905165910720825195e+00
1.061508360777247901e+02 8.253768505207383921e-01 3.871308088302612305e+00
1.075174404457249011e+02 8.117078806503704724e-01 3.837317228317260742e+00
1.089036271204958553e+02 7.983844463176208439e-01 3.803242921829223633e+00
1.103086578651014094e+02 7.853981633974482790e-01 3.769119262695312500e+00
1.117318217877073749e+02 7.727406115633963513e-01 3.734993457794189453e+00
1.131724348063608687e+02 7.604033697785281820e-01 3.700901508331298828e+00
1.146298390472567945e+02 7.483780475235183305e-01 3.666887521743774414e+00
1.161034021895999331e+02 7.366563120875166959e-01 3.632987022399902344e+00
1.175925167687127981e+02 7.252299122424386013e-01 3.599237442016601562e+00
1.190965994476752456e+02 7.140906986121580147e-01 3.565684556961059570e+00
1.206150902665168161e+02 7.032306410357482829e-01 3.532359123229980469e+00
1.221474518768197584e+02 6.926418432093045530e-01 3.499300479888916016e+00
1.236931687685298158e+02 6.823165548747480713e-01 3.466545820236206055e+00
1.252517464948094101e+02 6.722471818069637450e-01 3.434130668640136719e+00
1.268227108999015229e+02 6.624262938331512141e-01 3.402088165283203125e+00
1.284056073541961780e+02 6.528466311007742329e-01 3.370450258255004883e+00
1.300000000000000000e+02 6.435011087932843710e-01 3.339254140853881836e+00
1.316054710108968209e+02 6.343828204760889600e-01 3.308526754379272461e+00
1.332216198670471101e+02 6.254850402392290176e-01 3.278298616409301758e+00
1.348480626483005835e+02 6.168012237880187154e-01 3.248598814010620117e+00
1.364844313465825394e+02 6.083250086185729710e-01 3.219450712203979492e+00
1.381303731986560592e+02 6.000502134017535738e-01 3.190882444381713867e+00
1.397855500400524136e+02 5.919708366866008875e-01 3.162911415100097656e+00
1.414496376806953890e+02 5.840810550228076048e-01 3.135559797286987305e+00
1.431223253025187603e+02 5.763752205911837345e-01 3.108847379684448242e+00
1.448033148791836311e+02 5.688478584213589873e-01 3.082787275314331055e+00
1.464923206178399084e+02 5.614936632670988192e-01 3.057389020919799805e+00
1.481890684227416273e+02 5.543074962015511753e-01 3.032667875289916992e+00
1.498932953804138606e+02 5.472843809874369247e-01 3.008627653121948242e+00
1.516047492659778015e+02 5.404195002705841633e-01 2.985275506973266602e+00
1.533231880701676459e+02 5.337081916392615311e-01 2.962608814239501953e+00
1.550483795465144397e+02 5.271459435864095378e-01 2.940632581710815430e+00
1.567801007781280873e+02 5.207283914070707231e-01 2.919340848922729492e+00
1.585181377634748685e+02 5.144513130590278038e-01 2.898729085922241211e+00
1.602622850205250131e+02 5.083106250108272439e-01 2.878787279129028320e+00
1.620123452086290854e+02 5.023023780979527508e-01 2.859508275985717773e+00
1.637681287674741668e+02 4.964227534048819002e-01 2.840879917144775391e+00
1.655294535724684977e+02 4.906680581880709102e-01 2.822889089584350586e+00
1.672961446059053685e+02 4.850347218525357662e-01 2.805519104003906250e+00
1.690680336432644424e+02 4.795192919925961861e-01 2.788753747940063477e+00
1.708449589540177271e+02 4.741184305055029524e-01 2.772575855255126953e+00
1.726267650163206895e+02 4.688289097850447118e-01 2.756967067718505859e+00
1.744133022449835835e+02 4.636476090008060935e-01 2.741907596588134766e+00
1.762044267321340669e+02 4.585715104675076037e-01 2.727377414703369141e+00
1.780000000000000000e+02 4.535976961077717307e-01 2.713356018066406250e+00
1.797998887652603628e+02 4.487233440107211146e-01 2.699822187423706055e+00
1.816039647144301625e+02 4.439457250879972339e-01 2.686755895614624023e+00
1.834121042897660061e+02 4.392621998280875628e-01 2.674136161804199219e+00
1.852241884851975726e+02 4.346702151492448096e-01 2.661942243576049805e+00
1.870401026518109973e+02 4.301673013507666954e-01 2.650153875350952148e+00
1.888597363124284243e+02 4.257510691619678100e-01 2.638751745223999023e+00
1.906829829848484508e+02 4.214192068878042097e-01 2.627715826034545898e+00
1.925097400133302301e+02 4.171694776498031665e-01 2.617027282714843750e+00
1.943399084079232466e+02 4.129997167206940767e-01 2.606668233871459961e+00
1.961733926912617676e+02 4.089078289509254227e-01 2.596620559692382812e+00
1.980101007524616250e+02 4.048917862850834326e-01 2.586867570877075195e+00
1.998499437077728942e+02 4.009496253660936871e-01 2.577393531799316406e+00
2.016928357676593464e+02 3.970794452249822859e-01 2.568181753158569336e+00
2.035386941099898195e+02 3.932794050538968023e-01 2.559218168258666992e+00
2.053874387590438744e+02 3.895477220600322976e-01 2.550488948822021484e+00
2.072389924700465258e+02 3.858826693980737521e-01 2.541980266571044922e+00
2.090932806189620123e+02 3.822825741787493348e-01 2.533679246902465820e+00
2.109502310972898727e+02 3.787458155510841640e-01 2.525574445724487305e+00
2.128097742116183895e+02 3.752708228559573089e-01 2.517654180526733398e+00
2.146718425877040772e+02 3.718560738485812700e-01 2.509907960891723633e+00
8.009993757800314995e+01 1.620754722516839275e+00 4.628529071807861328e+00
8.002499609497021993e+01 1.595791120413816877e+00 4.630544662475585938e+00
8.000000000000000000e+01 1.570796326794896558e+00 4.631110191345214844e+00
8.002499609497021993e+01 1.545801533175976461e+00 4.630204677581787109e+00
8.009993757800314995e+01 1.520837931072953841e+00 4.627846717834472656e+00
8.022468448052632084e+01 1.495936479084129855e+00 4.624039173126220703e+00
8.039900496896711957e+01 1.471127674303734700e+00 4.618784427642822266e+00
8.062257748298549132e+01 1.446441332248135092e+00 4.612098693847656250e+00
8.089499366462673891e+01 1.421906379185399416e+00 4.603999614715576172e+00
8.121576201698781006e+01 1.397550660342531614e+00 4.594506263732910156e+00
8.158431221748455187e+01 1.373400766945015894e+00 4.583641529083251953e+00
8.200000000000000000e+01 1.349481884447105262e+00 4.571431159973144531e+00
8.246211251235321527e+01 1.325817663668032553e+00 4.557907104492187500e+00
8.296987405076616540e+01 1.302430115888989715e+00 4.543102264404296875e+00
8.352245207128440541e+01 1.279339532317029571e+00 4.527054309844970703e+00
8.411896337925236367e+01 1.256564427710558318e+00 4.509792804718017578e+00
8.475848040166836483e+01 1.234121507408169505e+00 4.491364002227783203e+00
8.544003745317530729e+01 1.212025656524324368e+00 4.471807003021240234e+00
8.616263691415205983e+01 1.190289949682531656e+00 4.451162338256835938e+00
8.692525524840291951e+01 1.168925679354440028e+00 4.429476261138916016e+00
8.772684879784523559e+01 1.147942400661955853e+00 4.406794071197509766e+00
8.856635930193812101e+01 1.127347990375158426e+00 4.383159637451171875e+00
8.944271909999159220e+01 1.107148717794090409e+00 4.358617305755615234e+00
9.035485598461214352e+01 1.087349325227697561e+00 4.333220005035400391e+00
9.130169768410661391e+01 1.067953115867035896e+00 4.307006359100341797e+00
9.228217596047461768e+01 1.048962046980486118e+00 4.280028820037841797e+00
9.329523031752481188e+01 1.030376826524312506e+00 4.252330303192138672e+00
9.433981132056604224e+01 1.012197011451334117e+00 4.223964691162109375e+00
9.541488353501250685e+01 9.944211062037129345e-01 4.194963932037353516e+00
9.651942809610923746e+01 9.770466600841254401e-01 4.165386676788330078e+00
9.765244492586961655e+01 9.600703624056879937e-01 4.135273456573486328e+00
9.881295461628499766e+01 9.434881345191340474e-01 4.104667186737060547e+00
1.000000000000000000e+02 9.272952180016121870e-01 4.073615074157714844e+00
1.012126474310399544e+02 9.114862584620387898e-01 4.042157649993896484e+00
1.024499877989255765e+02 8.960553845713439269e-01 4.010337352752685547e+00
1.037111372997133856e+02 8.809962820612886603e-01 3.978203535079956055e+00
1.049952379872535033e+02 8.663022625526789477e-01 3.945787429809570312e+00
1.063014581273464927e+02 8.519663271732721421e-01 3.913138628005981445e+00
1.076289923765896788e+02 8.379812250083900071e-01 3.880290031433105469e+00
1.089770618066022223e+02 8.243395064944875061e-01 3.847287416458129883e+00
1.103449137930697788e+02 8.110335719191258397e-01 3.814168453216552734e+00
1.117318217877073749e+02 7.980557152315003178e-01 3.780973672866821289e+00
1.131370849898476081e+02 7.853981633974482790e-01 3.747738838195800781e+00
1.145600279329574818e+02 7.730531115532238706e-01 3.714503765106201172e+00
1.160000000000000000e+02 7.610127542247298038e-01 3.681308269500732422e+00
1.174563748802081875e+02 7.492693128846728001e-01 3.648182868957519531e+00
1.189285499785480482e+02 7.378150601204649384e-01 3.615169048309326172e+00
1.204159457879229507e+02 7.266423406817256181e-01 3.582302093505859375e+00
1.219180052330253687e+02 7.157435896688800758e-01 3.549616813659667969e+00
1.234341929936757793e+02 7.051113481144318795e-01 3.517147302627563477e+00
1.249639948145064636e+02 6.947382761967031417e-01 3.484932661056518555e+00
1.265069168069477570e+02 6.846171643127805240e-01 3.453001022338867188e+00
1.280624847486569706e+02 6.747409422235526311e-01 3.421387910842895508e+00
1.296302433847904183e+02 6.651026864694942198e-01 3.390124797821044922e+00
1.312097557348538146e+02 6.556956262415362113e-01 3.359242200851440430e+00
1.328006024082722263e+02 6.465131478772352391e-01 3.328773021697998047e+00
1.344023809312915319e+02 6.375487981386926961e-01 3.298743724822998047e+00
1.360147050873544288e+02 6.287962864154329479e-01 3.269180059432983398e+00
1.376372042726820268e+02 6.202494859828214802e-01 3.240111351013183594e+00
1.392695228684294761e+02 6.119024344346667421e-01 3.211562633514404297e+00
1.409113196304682845e+02 6.037493333974364162e-01 3.183552980422973633e+00
1.425622670975738799e+02 5.957845476230588799e-01 3.156107664108276367e+00
1.442220510185595685e+02 5.880026035475675039e-01 3.129242897033691406e+00
1.458903697986950760e+02 5.803981873938741654e-01 3.102975130081176758e+00
1.475669339655737247e+02 5.729661428887061758e-01 3.077320814132690430e+00
1.492514656544450702e+02 5.657014686561777639e-01 3.052293300628662109e+00
1.509436981129056505e+02 5.585993153435624414e-01 3.027901411056518555e+00
1.526433752247374684e+02 5.516549825285468334e-01 3.004150629043579102e+00
1.543502510525979119e+02 5.448639154515436678e-01 2.981051206588745117e+00
1.560640893991952396e+02 5.382217016114783092e-01 2.958602905273437500e+00
1.577846633865281660e+02 5.317240672588056105e-01 2.936806917190551758e+00
1.595117550527233163e+02 5.253668738153162154e-01 2.915662527084350586e+00
1.612451549659709826e+02 5.191461142465229051e-01 2.895164489746093750e+00
1.629846618550346875e+02 5.130579094090389480e-01 2.875308513641357422e+00
1.647300822557920128e+02 5.070985043923369462e-01 2.856086015701293945e+00
1.664812301732540618e+02 5.012642648715824878e-01 2.837486743927001953e+00
1.682379267585047273e+02 4.955516734858285144e-01 2.819500923156738281e+00
1.700000000000000000e+02 4.899573262537282869e-01 2.802114248275756836e+00
1.717672844286711040e+02 4.844779290370231917e-01 2.785312175750732422e+00
1.735396208362805055e+02 4.791102940603915727e-01 2.769079923629760742e+00
1.753168560064890187e+02 4.738513364947603557e-01 2.753401756286621094e+00
1.770988424581030358e+02 4.686980711098787111e-01 2.738257408142089844e+00
1.788854381999831844e+02 4.636476090008060935e-01 2.723631858825683594e+00
1.806765064971093580e+02 4.586971543919626804e-01 2.709504365921020508e+00
1.824719156473126986e+02 4.538440015215101653e-01 2.695857763290405273e+00
1.842715387681993491e+02 4.490855316080675230e-01 2.682672023773193359e+00
1.860752535938081280e+02 4.444192099010988994e-01 2.669928312301635742e+00
1.878829422805593481e+02 4.398425828157361828e-01 2.657607078552246094e+00
1.896944912220700132e+02 4.353532751523023769e-01 2.645689487457275391e+00
1.915097908724250999e+02 4.309489874003765153e-01 2.634156942367553711e+00
1.933287355775131573e+02 4.266274931268760895e-01 2.622991323471069336e+00
1.951512234140488431e+02 4.223866364473269353e-01 2.612174510955810547e+00
1.969771560359220928e+02 4.182243295792291149e-01 2.601688623428344727e+00
1.988064385275285701e+02 4.141385504762116754e-01 2.591517448425292969e+00
2.006389792637512528e+02 4.101273405414909701e-01 2.581644535064697266e+00
2.024746897762779554e+02 4.061888024189999613e-01 2.572053432464599609e+00
2.043134846259541462e+02 4.023210978604406796e-01 2.562729597091674805e+00
2.061552812808830311e+02 3.985224456664202553e-01 2.553658723831176758e+00
2.080000000000000000e+02 3.947911196997614947e-01 2.544826984405517578e+00
2.098475637218597853e+02 3.911254469690291224e-01 2.536220312118530273e+00
2.116978979583878697e+02 3.875238057802788405e-01 2.527827024459838867e+00
2.135509306933594189e+02 3.839846239550189777e-01 2.519635438919067383e+00
2.154065922853801567e+02 3.805063771123649019e-01 2.511633872985839844e+00
8.209750300709517035e+01 1.619538178104828141e+00 4.608078479766845703e+00
8.202438661763950734e+01 1.595181735967615255e+00 4.609993457794189453e+00
8.200000000000000000e+01 1.570796326794896558e+00 4.610520362854003906e+00
8.202438661763950734e+01 1.546410917622178083e+00 4.609658718109130859e+00
8.209750300709517035e+01 1.522054475484964975e+00 4.607406616210937500e+00
8.221921916437786138e+01 1.497755761491777360e+00 4.603767395019531250e+00
8.238931969618391804e+01 1.473543128543330916e+00 4.598752975463867188e+00
8.260750571225352701e+01 1.449444326224132995e+00 4.592372417449951172e+00
8.287339742040263957e+01 1.425486316159194411e+00 4.584639072418212891e+00
8.318653737234168943e+01 1.401695100793519666e+00 4.575578212738037109e+00
8.354639429682168839e+01 1.378095568132511106e+00 4.565203666687011719e+00
8.395236744726142319e+01 1.354711354498110198e+00 4.553543090820312500e+00
8.440379138403676507e+01 1.331564726831236056e+00 4.540624141693115234e+00
8.489994110716449427e+01 1.308676485529423728e+00 4.526477336883544922e+00
8.544003745317530729e+01 1.286065888272184488e+00 4.511137008666992188e+00
8.602325267042627388e+01 1.263750594776105851e+00 4.494630336761474609e+00
8.664871608973787431e+01 1.241746631954557145e+00 4.476999282836914062e+00
8.731551981177229038e+01 1.220068378546693033e+00 4.458280086517333984e+00
8.802272433866154699e+01 1.198728567936776068e+00 4.438515186309814453e+00
8.876936408468858986e+01 1.177738307612964164e+00 4.417738914489746094e+00
8.955445270895243937e+01 1.157107113516033348e+00 4.395998477935791016e+00
9.037698822156002620e+01 1.136842957400999943e+00 4.373330116271972656e+00
9.123595782365634932e+01 1.116952325273386393e+00 4.349783420562744141e+00
9.213034245024816471e+01 1.097440284959981582e+00 4.325399398803710938e+00
9.305912099305473362e+01 1.078310560922971728e+00 4.300219058990478516e+00
9.402127418834527361e+01 1.059565614517107068e+00 4.274285793304443359e+00
9.501578816175762654e+01 1.041206728012820326e+00 4.247646808624267578e+00
9.604165762834375641e+01 1.023234090854899137e+00 4.220344543457031250e+00
9.709788875150684362e+01 1.005646886788137184e+00 4.192418098449707031e+00
9.818350166906861887e+01 9.884433806509134168e-01 4.163914680480957031e+00
9.929753269845127761e+01 9.716210038085897338e-01 4.134875774383544922e+00
1.004390362359177544e+02 9.551764373657867235e-01 4.105340480804443359e+00
1.016070863670443032e+02 9.391056924559273433e-01 4.075353622436523438e+00
1.028007782071711773e+02 9.234041870549677400e-01 4.044956684112548828e+00
1.040192289915667487e+02 9.080668189019049930e-01 4.014181137084960938e+00
1.052615789355261313e+02 8.930880342302689456e-01 3.983079433441162109e+00
1.065269918846861970e+02 8.784618921218663168e-01 3.951682567596435547e+00
1.078146557755484309e+02 8.641821243865921431e-01 3.920033693313598633e+00
1.091237829256299250e+02 8.502421909506550080e-01 3.888168334960937500e+00
1.104536101718726115e+02 8.366353308008671608e-01 3.856124639511108398e+00
1.118033988749894831e+02 8.233546085857627039e-01 3.823940038681030273e+00
1.131724348063608687e+02 8.103929570163684870e-01 3.791650772094726562e+00
1.145600279329574818e+02 7.977432152416727984e-01 3.759292125701904297e+00
1.159655121145937926e+02 7.853981633974482790e-01 3.726903200149536133e+00
1.173882447266335163e+02 7.733505535432623201e-01 3.694515466690063477e+00
1.188276062201035899e+02 7.615931372123783127e-01 3.662166118621826172e+00
1.202829996300391571e+02 7.501186898038569861e-01 3.629888057708740234e+00
1.217538500417953884e+02 7.389200320464454075e-01 3.597719907760620117e+00
1.232396040240311663e+02 7.279900487606486559e-01 3.565688133239746094e+00
1.247397290361014086e+02 7.173217051394488175e-01 3.533828020095825195e+00
1.262537128166930387e+02 7.069080607601163635e-01 3.502176523208618164e+00
1.277810627597063018e+02 6.967422815300108319e-01 3.470762252807617188e+00
1.293213052826176863e+02 6.868176497586452323e-01 3.439610958099365234e+00
1.308739851918630848e+02 6.771275725369922949e-01 3.408765792846679688e+00
1.324386650491464366e+02 6.676655885933546752e-01 3.378246068954467773e+00
1.340149245420076340e+02 6.584253737833694053e-01 3.348084449768066406e+00
1.356023598614714274e+02 6.494007453600643132e-01 3.318311214447021484e+00
1.372005830891399683e+02 6.405856651585092321e-01 3.288950920104980469e+00
1.388092215956850737e+02 6.319742418186031774e-01 3.260027170181274414e+00
1.404279174523356630e+02 6.235607321590254104e-01 3.231568098068237305e+00
1.420563268566380941e+02 6.153395418053919652e-01 3.203594446182250977e+00
1.436941195734884502e+02 6.073052251662507395e-01 3.176129341125488281e+00
1.453409783921933069e+02 5.994524848417375207e-01 3.149193525314331055e+00
1.469965986001036811e+02 5.917761705415028883e-01 3.122802972793579102e+00
1.486606874731850496e+02 5.842712775809087988e-01 3.096973896026611328e+00
1.503329637837290704e+02 5.769329450174606189e-01 3.071723937988281250e+00
1.520131573252789110e+02 5.697564534829784311e-01 3.047062397003173828e+00
1.537010084547268036e+02 5.627372227610833999e-01 3.022998809814453125e+00
1.553962676514464931e+02 5.558708091541578744e-01 2.999543190002441406e+00
1.570986950932438617e+02 5.491529026790107348e-01 2.976702690124511719e+00
1.588080602488425370e+02 5.425793241259905253e-01 2.954479217529296875e+00
1.605241414865689364e+02 5.361460220122347131e-01 2.932874917984008789e+00
1.622467256988565509e+02 5.298490694560665792e-01 2.911889076232910156e+00
1.639756079421570689e+02 5.236846609962432231e-01 2.891519784927368164e+00
1.657105910918188840e+02 5.176491093767744411e-01 2.871763944625854492e+00
1.674514855114758234e+02 5.117388423153579335e-01 2.852613449096679688e+00
1.691981087364749499e+02 5.059503992710761011e-01 2.834061622619628906e+00
1.709502851708648166e+02 5.002804282248521917e-01 2.816097497940063477e+00
1.727078457974622552e+02 4.947256824842484746e-01 2.798711061477661133e+00
1.744706279005150975e+02 4.892830175224835987e-01 2.781890392303466797e+00
1.762384748004816402e+02 4.839493878600245602e-01 2.765620470046997070e+00
1.780112356004530341e+02 4.787218439957655614e-01 2.749888420104980469e+00
1.797887649437528239e+02 4.735975293936112718e-01 2.734677553176879883e+00
1.815709227822560763e+02 4.685736775292291267e-01 2.719971656799316406e+00
1.833575741549827569e+02 4.636476090008060935e-01 2.705754041671752930e+00
1.851485889765298793e+02 4.588167287068298239e-01 2.692008733749389648e+00
1.869438418349211020e+02 4.540785230931955185e-01 2.678716659545898438e+00
1.887432117984644151e+02 4.494305574713173268e-01 2.665860414505004883e+00
1.905465822312224020e+02 4.448704734083734902e-01 2.653423309326171875e+00
1.923538406167134553e+02 4.403959861903432027e-01 2.641386270523071289e+00
1.941648783894760015e+02 4.360048823580817134e-01 2.629733085632324219e+00
1.959795907741415704e+02 4.316950173163264792e-01 2.618445873260498047e+00
1.977978766316767008e+02 4.274643130152254722e-01 2.607506752014160156e+00
1.996196383124666340e+02 4.233107557037198987e-01 2.596900463104248047e+00
2.014447815159280708e+02 4.192323937538952605e-01 2.586610078811645508e+00
2.032732151563506022e+02 4.152273355552316692e-01 2.576620340347290039e+00
2.051048512346794723e+02 4.112937474775309465e-01 2.566915988922119141e+00
2.069396047159653733e+02 4.074298519011749220e-01 2.557482242584228516e+00
2.087773934122178900e+02 4.036339253132655847e-01 2.548305511474609375e+00
2.106181378704122835e+02 3.999042964681190360e-01 2.539371490478515625e+00
2.124617612654098195e+02 3.962393446105239025e-01 2.530667781829833984e+00
2.143081892975627625e+02 3.926374977601268523e-01 2.522181749343872070e+00
2.161573500947862669e+02 3.890972310552784363e-01 2.513902187347412109e+00
8.409518416651455652e+01 1.618379430071880121e+00 4.588084220886230469e+00
8.402380615040001999e+01 1.594601352979966524e+00 4.589905738830566406e+00
8.400000000000000000e+01 1.570796326794896558e+00 4.590413570404052734e+00
8.402380615040001999e+01 1.546991300609826592e+00 4.589575767517089844e+00
8.409518416651455652e+01 1.523213223517913217e+00 4.587422370910644531e+00
8.421401308570919753e+01 1.499488862009606294e+00 4.583944320678710938e+00
8.438009243891595190e+01 1.475844620452140266e+00 4.579154968261718750e+00
8.459314393022640388e+01 1.452306367636758910e+00 4.573057174682617188e+00
8.485281374238570606e+01 1.428899272190732761e+00 4.565668582916259766e+00
8.515867542417507252e+01 1.405647649380269870e+00 4.557012557983398438e+00
8.551023330572779457e+01 1.382574821490125894e+00 4.547097206115722656e+00
8.590692637965811684e+01 1.359702993572150076e+00 4.535948753356933594e+00
8.634813257969160816e+01 1.337053145925995112e+00 4.523596763610839844e+00
8.683317338436964405e+01 1.314644944229293122e+00 4.510065078735351562e+00
8.736131867136622020e+01 1.292496667789785336e+00 4.495386123657226562e+00
8.793179174792243202e+01 1.270625155964784536e+00 4.479589939117431641e+00
8.854377448471461776e+01 1.249045772398254428e+00 4.462706565856933594e+00
8.919641248391103261e+01 1.227772386374193170e+00 4.444776058197021484e+00
8.988882021697692437e+01 1.206817370285252489e+00 4.425831317901611328e+00
9.062008607367353363e+01 1.186191611972683191e+00 4.405912399291992188e+00
9.138927727036690385e+01 1.165904540509813181e+00 4.385058879852294922e+00
9.219544457292887785e+01 1.145964163875554220e+00 4.363305091857910156e+00
9.303762679690406401e+01 1.126377116893797714e+00 4.340694427490234375e+00
9.391485505499116471e+01 1.107148717794090409e+00 4.317265987396240234e+00
9.482615672903757797e+01 1.088283031772419696e+00 4.293060302734375000e+00
9.577055915050303270e+01 1.069782939991307247e+00 4.268116950988769531e+00
9.674709297958258958e+01 1.051650212548373764e+00 4.242483139038085938e+00
9.775479527879949160e+01 1.033885584054851092e+00 4.216188907623291016e+00
9.879271228182774678e+01 1.016488830593345494e+00 4.189281940460205078e+00
9.985990186255942547e+01 9.994588469612698534e-01 4.161803245544433594e+00
1.009554357129917008e+02 9.827937232473290541e-01 4.133784770965576172e+00
1.020784012413987654e+02 9.664908199286669221e-01 4.105272769927978516e+00
1.032279032045115201e+02 9.505468408120751889e-01 4.076303482055664062e+00
1.044030650891054961e+02 9.349579032711514692e-01 4.046915531158447266e+00
1.056030302595526820e+02 9.197196053504168578e-01 4.017148494720458984e+00
1.068269628885891365e+02 9.048270894157867117e-01 3.987040519714355469e+00
1.080740486888503682e+02 8.902751021276822385e-01 3.956626892089843750e+00
1.093434954626931557e+02 8.760580505981934163e-01 3.925940036773681641e+00
1.106345334875146449e+02 8.621700546672264043e-01 3.895023107528686523e+00
1.119464157532522393e+02 8.486049952949085151e-01 3.863908767700195312e+00
1.132784180680503709e+02 8.353565591193911066e-01 3.832631826400756836e+00
1.146298390472567945e+02 8.224182792713783385e-01 3.801228523254394531e+00
1.160000000000000000e+02 8.097835725701668652e-01 3.769728899002075195e+00
1.173882447266335163e+02 7.974457732516343489e-01 3.738169193267822266e+00
1.187939392393399771e+02 7.853981633974482790e-01 3.706582307815551758e+00
1.202164714171897515e+02 7.736340002476895794e-01 3.675000667572021484e+00
1.216552506059643974e+02 7.621465405869853882e-01 3.643460512161254883e+00
1.231097071720991494e+02 7.509290623979403279e-01 3.611987113952636719e+00
1.245792920191794906e+02 7.399748839758713004e-01 3.580619573593139648e+00
1.260634760745553962e+02 7.292773806962719041e-01 3.549384117126464844e+00
1.275617497528157998e+02 7.188299996216245269e-01 3.518312215805053711e+00
1.290736224021004261e+02 7.086262721276702647e-01 3.487435340881347656e+00
1.305986217385160728e+02 6.986598247214631519e-01 3.456782102584838867e+00
1.321362932732714341e+02 6.889243882148613496e-01 3.426382303237915039e+00
1.336861997365472234e+02 6.794138054078484590e-01 3.396264076232910156e+00
1.352479205015737023e+02 6.701220374264962309e-01 3.366456985473632812e+00
1.368210510118965715e+02 6.610431688506869241e-01 3.336983680725097656e+00
1.384052022143676481e+02 6.521714117570698299e-01 3.307876825332641602e+00
1.400000000000000000e+02 6.435011087932843710e-01 3.279156208038330078e+00
1.416050846544713693e+02 6.350267353903137346e-01 3.250849246978759766e+00
1.432201103197452596e+02 6.267429012110469211e-01 3.222976684570312500e+00
1.448447444679992486e+02 6.186443509247471217e-01 3.195562362670898438e+00
1.464786673888044390e+02 6.107259643892085643e-01 3.168624401092529297e+00
1.481215716902841848e+02 6.029827563149374736e-01 3.142182588577270508e+00
1.497731618147924451e+02 5.954098754787325865e-01 3.116256237030029297e+00
1.514331535694875583e+02 5.880026035475675039e-01 3.090857028961181641e+00
1.531012736720371095e+02 5.807563535676704136e-01 3.066003561019897461e+00
1.547772593115668371e+02 5.736666681681608093e-01 3.041703939437866211e+00
1.564608577248635584e+02 5.667292175235063567e-01 3.017973184585571289e+00
