# rho theta Phi
1.400142849854971132e+02 1.428474258739663091e-02 0.000000000000000000e+00
1.420140838086138615e+02 1.408357582286019066e-02 0.000000000000000000e+00
1.440138882191575362e+02 1.388799593096707446e-02 0.000000000000000000e+00
1.460136979875518364e+02 1.369777337286578849e-02 0.000000000000000000e+00
1.480135128966271054e+02 1.351269101332821555e-02 0.000000000000000000e+00
1.500133327407934019e+02 1.333254329414567708e-02 0.000000000000000000e+00
1.520131573252789110e+02 1.315713547275574116e-02 0.000000000000000000e+00
1.540129864654276446e+02 1.298628292017248338e-02 0.000000000000000000e+00
1.560128199860511415e+02 1.281981047290058247e-02 0.000000000000000000e+00
1.580126577208294520e+02 1.265755183405196244e-02 0.000000000000000000e+00
1.600124995117568858e+02 1.249934901936167880e-02 0.000000000000000000e+00
1.620123452086290854e+02 1.234505184422448817e-02 0.000000000000000000e+00
1.640121946685672469e+02 1.219451744825181608e-02 0.000000000000000000e+00
1.660120477555770719e+02 1.204760985418599356e-02 0.000000000000000000e+00
1.680119043401389547e+02 1.190419955830982965e-02 0.000000000000000000e+00
1.700117642988272735e+02 1.176416314975874816e-02 0.000000000000000000e+00
1.720116275139561708e+02 1.162738295638387175e-02 0.000000000000000000e+00
1.740114938732496626e+02 1.149374671503052177e-02 0.000000000000000000e+00
1.760113632695343995e+02 1.136314726429072872e-02 0.000000000000000000e+00
1.780112356004530341e+02 1.123548225796272906e-02 0.000000000000000000e+00
1.800111107681967439e+02 1.111065389760747257e-02 0.000000000000000000e+00
1.820109886792552913e+02 1.098856868273361855e-02 0.000000000000000000e+00
1.840108692441835103e+02 1.086913717727018037e-02 0.000000000000000000e+00
1.860107523773827438e+02 1.075227379110123629e-02 0.000000000000000000e+00
1.880106379968963211e+02 1.063789657554144175e-02 0.000000000000000000e+00
1.900105260242179384e+02 1.052592703172541486e-02 0.000000000000000000e+00
1.920104163841118350e+02 1.041628993096966119e-02 0.000000000000000000e+00
1.940103090044443945e+02 1.030891314624328425e-02 0.000000000000000000e+00
1.960102038160258644e+02 1.020372749395423440e-02 0.000000000000000000e+00
1.980101007524616250e+02 1.010066658532190673e-02 0.000000000000000000e+00
2.000099997500124971e+02 9.999666686665237628e-03 0.000000000000000000e+00
5.656854249492380582e+00 2.356194490192344837e+00 6.186342239379882812e+00
4.472135954999579610e+00 2.034443935795702707e+00 6.346953392028808594e+00
4.000000000000000000e+00 1.570796326794896558e+00 6.411339759826660156e+00
4.472135954999579610e+00 1.107148717794090409e+00 6.346812248229980469e+00
5.656854249492380582e+00 7.853981633974482790e-01 6.185934066772460938e+00
7.211102550927978250e+00 5.880026035475675039e-01 5.978409290313720703e+00
8.944271909999159220e+00 4.636476090008060935e-01 5.751659393310546875e+00
1.077032961426900748e+01 3.805063771123649019e-01 5.517300605773925781e+00
1.264911064067351809e+01 3.217505543966421855e-01 5.280580997467041016e+00
1.456021977856103611e+01 2.782996590051113328e-01 5.044634819030761719e+00
1.649242250247064234e+01 2.449786631268641435e-01 4.812253475189208984e+00
1.843908891458577415e+01 2.186689458739419500e-01 4.586720943450927734e+00
2.039607805437113797e+01 1.973955598498807473e-01 4.371872901916503906e+00
2.236067977499789805e+01 1.798534997924782775e-01 4.169058322906494141e+00
2.433105012119287736e+01 1.651486774146268266e-01 3.964474678039550781e+00
2.630589287593181069e+01 1.526493283952651547e-01 3.745231389999389648e+00
2.828427124746190202e+01 1.418970546041639358e-01 3.591681718826293945e+00
3.026549190084311292e+01 1.325515322966740184e-01 3.530032157897949219e+00
3.224903099319419653e+01 1.243549945467614382e-01 3.502532720565795898e+00
3.423448553724738019e+01 1.171087445668642785e-01 3.482557535171508789e+00
3.622154055254966920e+01 1.106572211738956479e-01 3.464198827743530273e+00
3.820994634908559817e+01 1.048769387302338901e-01 3.446361064910888672e+00
4.019950248448355978e+01 9.966865249116202419e-02 3.428842782974243164e+00
4.219004621945797595e+01 9.495170634275632016e-02 3.411602973937988281e+00
4.418144406874904462e+01 9.065988720074510954e-02 3.394629955291748047e+00
4.617358552246078318e+01 8.673833867598511327e-02 3.377917051315307617e+00
4.816637831516918311e+01 8.314123188844123324e-02 3.361458778381347656e+00
5.015974481593781320e+01 7.982998571223731687e-02 3.345249891281127930e+00
5.215361924162119323e+01 7.677189126977804201e-02 3.329285144805908203e+00
5.414794548272353580e+01 7.393903765794034022e-02 3.313559293746948242e+00
5.614267539047279598e+01 7.130746478529031984e-02 3.298067092895507812e+00
5.813776741499453493e+01 6.885648930104459886e-02 3.282803297042846680e+00
6.013318551349163243e+01 6.656816377582380762e-02 3.267762899398803711e+00
6.212889826803626647e+01 6.442683942555355037e-02 3.252940893173217773e+00
6.412487816752559411e+01 6.241880999595735002e-02 3.238332271575927734e+00
6.612110101926616323e+01 6.053201978210713541e-02 3.223932266235351562e+00
6.811754546370561059e+01 5.875582271572269560e-02 3.209735870361328125e+00
7.011419257183241882e+01 5.708078240626460187e-02 3.195738792419433594e+00
7.211102550927978427e+01 5.549850524571683236e-02 3.181936264038085938e+00
7.410802925459562118e+01 5.400150037596829211e-02 3.168323755264282227e+00
7.610519036176178531e+01 5.258306161094172121e-02 3.154897212982177734e+00
7.810249675906653977e+01 5.123716740341881237e-02 3.141652107238769531e+00
8.009993757800314995e+01 4.995839572194275824e-02 3.128584384918212891e+00
8.209750300709517035e+01 4.874185130993159004e-02 3.115689992904663086e+00
8.409518416651455652e+01 4.758310327698339615e-02 3.102965116500854492e+00
8.609297300012353560e+01 4.647813135100294091e-02 3.090405702590942383e+00
8.809086218218095610e+01 4.542327942157701332e-02 3.078008413314819336e+00
9.008884503644166841e+01 4.441521524691083300e-02 3.065769195556640625e+00
9.208691546577070142e+01 4.345089539153083880e-02 3.053684711456298828e+00
9.408506789071260812e+01 4.252753461978420191e-02 3.041751623153686523e+00
9.608329719571450767e+01 4.164257909858842116e-02 3.029966354370117188e+00
9.808159868191383168e+01 4.079368286786540232e-02 3.018325805664062500e+00
1.000799680255744306e+02 3.997868712329004370e-02 3.006826877593994141e+00
1.020784012413987654e+02 3.919560192705471430e-02 2.995466232299804688e+00
1.040768946500615044e+02 3.844259002118798063e-02 2.984241247177124023e+00
1.060754448494089530e+02 3.771795246686421299e-02 2.973148822784423828e+00
1.080740486888503682e+02 3.702011587393002484e-02 2.962186336517333984e+00
1.100727032465361077e+02 3.634762101902066361e-02 2.951350688934326172e+00
1.120714058089752001e+02 3.569911267932397020e-02 2.940639257431030273e+00
1.140701538527935952e+02 3.507333053322536642e-02 2.930049896240234375e+00
1.160689450283752677e+02 3.446910099950801359e-02 2.919579505920410156e+00
1.180677771451635323e+02 3.388532990411760593e-02 2.909225940704345703e+00
1.200666481584290750e+02 3.332099587824719628e-02 2.898986816406250000e+00
1.220655561573370278e+02 3.277514440407577195e-02 2.888859987258911133e+00
1.240644993541665855e+02 3.224688243525392073e-02 2.878842592239379883e+00
1.260634760745553962e+02 3.173537352845790666e-02 2.868932962417602539e+00
1.280624847486569706e+02 3.123983343026827744e-02 2.859128952026367188e+00
1.300615239031128567e+02 3.075952607046922999e-02 2.849428176879882812e+00
1.320605921537534186e+02 3.029375991877510110e-02 2.839828968048095703e+00
1.340596881989511360e+02 2.984188466710937723e-02 0.000000000000000000e+00
1.360588108135596030e+02 2.940328820400511453e-02 0.000000000000000000e+00
1.380579588433785432e+02 2.897739385156133246e-02 0.000000000000000000e+00
1.400571312000927833e+02 2.856365783875999473e-02 0.000000000000000000e+00
1.420563268566380941e+02 2.816156698789242310e-02 0.000000000000000000e+00
1.440555448429528553e+02 2.777063659342103585e-02 0.000000000000000000e+00
1.460547842420781421e+02 2.739040847486253621e-02 0.000000000000000000e+00
1.480540441865739751e+02 2.702044918726478895e-02 0.000000000000000000e+00
1.500533238552215494e+02 2.666034837459795373e-02 0.000000000000000000e+00
1.520526224699856925e+02 2.630971725292219343e-02 0.000000000000000000e+00
1.540519392932137066e+02 2.596818721155638721e-02 0.000000000000000000e+00
1.560512736250492765e+02 2.563540852167748088e-02 0.000000000000000000e+00
1.580506248010427726e+02 2.531104914284831170e-02 0.000000000000000000e+00
1.600499921899404399e+02 2.499479361892015944e-02 0.000000000000000000e+00
1.620493751916371821e+02 2.468634205559940703e-02 0.000000000000000000e+00
1.640487732352790147e+02 2.438540917271853764e-02 0.000000000000000000e+00
1.660481857775025389e+02 2.409172342492130886e-02 0.000000000000000000e+00
1.680476123008000400e+02 2.380502618506994197e-02 0.000000000000000000e+00
1.700470523119998063e+02 2.352507098521691362e-02 0.000000000000000000e+00
1.720465053408525478e+02 2.325162281046291510e-02 0.000000000000000000e+00
1.740459709387149303e+02 2.298445744145207956e-02 0.000000000000000000e+00
1.760454486773230940e+02 2.272336084164106387e-02 0.000000000000000000e+00
1.780449381476485655e+02 2.246812858582547187e-02 0.000000000000000000e+00
1.800444389588303977e+02 2.221856532671906068e-02 0.000000000000000000e+00
1.820439507371777381e+02 2.197448429666255809e-02 0.000000000000000000e+00
1.840434731252374547e+02 2.173570684179266729e-02 0.000000000000000000e+00
1.860430057809215327e+02 2.150206198623113435e-02 0.000000000000000000e+00
1.880425483766905472e+02 2.127338602406120271e-02 0.000000000000000000e+00
1.900421005987883802e+02 2.104952213704643083e-02 0.000000000000000000e+00
1.920416621465248568e+02 2.083032003621708428e-02 0.000000000000000000e+00
1.940412327316026904e+02 2.061563562560375998e-02 0.000000000000000000e+00
1.960408120774855263e+02 2.040533068653808610e-02 0.000000000000000000e+00
1.980403999188044395e+02 2.019927258106792717e-02 0.000000000000000000e+00
2.000399960007997890e+02 1.999733397315053146e-02 0.000000000000000000e+00
7.211102550927978250e+00 2.158798930342463951e+00 6.135267257690429688e+00
6.324555320336759046e+00 1.892546881191538910e+00 6.249445438385009766e+00
6.000000000000000000e+00 1.570796326794896558e+00 6.291088581085205078e+00
6.324555320336759046e+00 1.249045772398254428e+00 6.249284744262695312e+00
7.211102550927978250e+00 9.827937232473290541e-01 6.134849548339843750e+00
8.485281374238569541e+00 7.853981633974482790e-01 5.970163345336914062e+00
1.000000000000000000e+01 6.435011087932843710e-01 5.774938106536865234e+00
1.166190378969060149e+01 5.404195002705841633e-01 5.562170505523681641e+00
1.341640786499873883e+01 4.636476090008060935e-01 5.339825153350830078e+00
1.523154621172781731e+01 4.048917862850834326e-01 5.113069057464599609e+00
1.708800749063506075e+01 3.587706702705722450e-01 4.885811328887939453e+00
1.897366596101027625e+01 3.217505543966421855e-01 4.661582946777343750e+00
2.088061301782110135e+01 2.914567944778670983e-01 4.443553447723388672e+00
2.280350850198275836e+01 2.662520491509253739e-01 4.232740879058837891e+00
2.473863375370596174e+01 2.449786631268641435e-01 4.025812625885009766e+00
2.668332812825266842e+01 2.267988480538858653e-01 3.825824975967407227e+00
2.863564212655270680e+01 2.110933332227465375e-01 3.662654876708984375e+00
3.059411708155671050e+01 1.973955598498807473e-01 3.561885833740234375e+00
3.255764119219941222e+01 1.853479499956947607e-01 3.509002923965454102e+00
3.452535300326413648e+01 1.746721990082396869e-01 3.478759050369262695e+00
3.649657518178931781e+01 1.651486774146268266e-01 3.457010746002197266e+00
3.847076812334268681e+01 1.566018769820153589e-01 3.438268423080444336e+00
4.044749683231336945e+01 1.488899476094972529e-01 3.420670032501220703e+00
4.242640687119285303e+01 1.418970546041639358e-01 3.403610706329345703e+00
4.440720662234903671e+01 1.355277139855007307e-01 3.386892795562744141e+00
4.638965401897280572e+01 1.297025371559120954e-01 3.370450019836425781e+00
4.837354648979129479e+01 1.243549945467614382e-01 3.354257583618164062e+00
5.035871324805668792e+01 1.194289260183384466e-01 3.338304281234741211e+00
5.234500931320960149e+01 1.148766054168991330e-01 3.322583675384521484e+00
5.433231082882449670e+01 1.106572211738956479e-01 3.307090520858764648e+00
5.632051136131489244e+01 1.067356726491356517e-01 3.291820049285888672e+00
5.830951894845300387e+01 1.030816085227002354e-01 3.276767253875732422e+00
6.029925372672533967e+01 9.966865249116202419e-02 3.261928081512451172e+00
6.228964600958974529e+01 9.647377518258690166e-02 3.247298002243041992e+00
6.428063471995278633e+01 9.347678115858946979e-02 3.232872486114501953e+00
6.627216610312356693e+01 9.065988720074510954e-02 3.218647241592407227e+00
6.826419266350404769e+01 8.800737352774076760e-02 3.204617977142333984e+00
7.025667228100118678e+01 8.550529367820464133e-02 3.190780401229858398e+00
7.224956747275376756e+01 8.314123188844123324e-02 3.177130460739135742e+00
7.424284477308233932e+01 8.090409915523059936e-02 3.163664102554321289e+00
7.623647421018367254e+01 7.878396098914380863e-02 3.150377035140991211e+00
7.823042886243177918e+01 7.677189126977804201e-02 3.137265682220458984e+00
8.022468448052632084e+01 7.485984771076685529e-02 3.124326229095458984e+00
8.221921916437786138e+01 7.304056530311932305e-02 3.111554861068725586e+00
8.421401308570919753e+01 7.130746478529031984e-02 3.098947763442993164e+00
8.620904824900922847e+01 6.965457372856820317e-02 3.086501359939575195e+00
8.820430828479977947e+01 6.807645825799947537e-02 3.074212551116943359e+00
9.019977827023744510e+01 6.656816377582380762e-02 3.062077760696411133e+00
9.219544457292887785e+01 6.512516333438587990e-02 3.050093412399291992e+00
9.419129471453292979e+01 6.374331253268707143e-02 3.038256406784057617e+00
9.618731725128839116e+01 6.241880999595735002e-02 3.026563882827758789e+00
9.818350166906861887e+01 6.114816264930120898e-02 3.015012502670288086e+00
1.001798382909455540e+02 5.992815512120788779e-02 3.003599166870117188e+00
1.021763181955584088e+02 5.875582271572269560e-02 2.992321252822875977e+00
1.041729331448433413e+02 5.762842747747396605e-02 2.981175899505615234e+00
1.061696755198959750e+02 5.654343694481737959e-02 2.970160007476806641e+00
1.081665382639196764e+02 5.549850524571683236e-02 2.959271192550659180e+00
1.101635148313632868e+02 5.449145624073119254e-02 2.948506832122802734e+00
1.121605991424796258e+02 5.352026845931512344e-02 2.937864303588867188e+00
1.141577855426426851e+02 5.258306161094172121e-02 2.927341222763061523e+00
1.161550687658528318e+02 5.167808448242999786e-02 2.916934967041015625e+00
1.181524439019354418e+02 5.080370405822165480e-02 2.906643152236938477e+00
1.201499063670047178e+02 4.995839572194275824e-02 2.896463871002197266e+00
1.221474518768197584e+02 4.914073441602017506e-02 2.886394739151000977e+00
1.241450764227079588e+02 4.834938665190287310e-02 2.876433372497558594e+00
1.261427762497718277e+02 4.758310327698339615e-02 2.866577625274658203e+00
1.281405478371307822e+02 4.684071291596965392e-02 2.856825828552246094e+00
1.301383878799795184e+02 4.612111601451120146e-02 2.847175598144531250e+00
1.321362932732714341e+02 4.542327942157701332e-02 2.837625265121459961e+00
1.341342610968577276e+02 4.474623145461559953e-02 2.828172922134399414e+00
1.361322886019330838e+02 4.408905739807184032e-02 2.818816423416137695e+00
1.381303731986560592e+02 4.345089539153083880e-02 2.809554100036621094e+00
1.401285124448268675e+02 4.283093266872732563e-02 2.800384283065795898e+00
1.421267040355189408e+02 4.222840211300189772e-02 2.791305065155029297e+00
1.441249457935717544e+02 4.164257909858842116e-02 2.782315015792846680e+00
1.461232356608626333e+02 4.107277859045407181e-02 2.773412466049194336e+00
1.481215716902841848e+02 4.051835247834693898e-02 2.764595746994018555e+00
1.501199520383616459e+02 3.997868712329004370e-02 2.755863189697265625e+00
1.521183749584513407e+02 3.945320109703948086e-02 2.747213363647460938e+00
1.541168387944678670e+02 3.894134309703924796e-02 2.738645076751708984e+00
1.561153419750922353e+02 3.844259002118798063e-02 2.730156421661376953e+00
1.581138830084189806e+02 3.795644518831434860e-02 2.721746444702148438e+00
1.601124604770034807e+02 3.748243669166148595e-02 2.713413715362548828e+00
